시군구코드,업종코드,년도,업소일련번호,업종명,허가신고일,업소명,소재지도로명,소재지지번,영업장면적(㎡),영업자시작일,법인명,법인번호,소재지시작일,행정동명,폐업일자,폐업구분,폐업사유,업태명,지상_부터,지상_까지,지하_부터,지하_까지,총층수,교육수료일자,모범음식점여부,급수시설,업소위치,종업원남,종업원여,급식소종류,평균급식인원수,최대급식인원수,1일급식인원수,일인당평균급식비,운영형태,영업장조리장면적(㎡),영업장객실면적(㎡),영업장무도장면적(㎡),영업장기타면적(㎡),업소내화장실면적(㎡),타업소공동화장실면적(㎡),영업장탈의실면적(㎡),영업장객석면적(㎡),작업장면적(㎡),검사실면적(㎡),진열(판매)대면적(㎡),창고(보관소)면적(㎡),허가(신고)번호,조건부허가시작일,조건부허가종료일,내외국인구분,국적
3160000,104,2025,161,휴게음식점,20251107,남현뜰,"서울특별시 구로구 경인로 346, 남현교회 1층 (개봉동)",서울특별시 구로구 개봉동  170번지 18호  남현교회,,20251107,,,20251107,개봉제1동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,,,,19.97,,,,,,,,,3160000-104-2025-00161,,,내국인,대한민국
3100000,104,2025,209,휴게음식점,20251107,우지커피 수락산역점,"서울특별시 노원구 동일로242길 14, 1층 102호 (상계동)",서울특별시 노원구 상계동  1119번지 51호  ,,20251107,,,20251107,상계1동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,13.0,,,10.0,,,,40.0,,,,,3100000-104-2025-00209,,,내국인,대한민국
3230000,104,2025,415,휴게음식점,20251107,백미당 가락본동점,"서울특별시 송파구 송파대로28길 35, 1층 106호 (가락동, 송파 N-Suite)",서울특별시 송파구 가락동  77번지 7호  송파 N-Suite,,20251107,백미당아이앤씨 주식회사,1301111203213.0,20251107,가락본동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,58.5,,,,,,,,,,,,3230000-104-2025-00415,,,내국인,대한민국
3160000,104,2025,162,휴게음식점,20251107,기기커피 고척시장점,"서울특별시 구로구 경인로47길 107, 104호 (고척동)",서울특별시 구로구 고척동  51번지 18호  ,,20251107,,,20251107,고척제1동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,43.74,,,,,,,,,3160000-104-2025-00162,,,내국인,대한민국
3030000,104,2025,131,휴게음식점,20251107,카페올리비아,"서울특별시 성동구 자동차시장길 49, 서울새활용플라자 3층 (용답동)",서울특별시 성동구 용답동  250번지 14호  서울새활용플라자,,20251107,,,20251107,용답동,,,,커피숍,,,,,,,비대상,,지상2층이상,,,,,,,,,140.31,,,,,,,,,,,,3030000-104-2025-00131,,,내국인,대한민국
3140000,121,2025,30,제과점영업,20251107,파리크라상 목동현대백화점,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대하이페리온)",서울특별시 양천구 목동  916번지  현대하이페리온,,20251107,주식회사 파리크라상,1101110508311.0,20251107,목1동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,249.18,,,,,,,,,3140000-121-2025-00030,,,내국인,대한민국
3040000,104,2025,176,휴게음식점,20251107,카페나리랑,"서울특별시 광진구 능동로 320, 1층 (중곡동)",서울특별시 광진구 중곡동  158번지 24호  ,,20251107,,,20251107,중곡제2동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,13.0,,,,,,,13.27,,,,,3040000-104-2025-00176,,,내국인,대한민국
3020000,104,2025,205,휴게음식점,20251107,애호가,"서울특별시 용산구 장문로6길 19, 지하1층 (동빙고동)",서울특별시 용산구 동빙고동  310번지 15호  ,,20251107,바른컴퍼니,1401110002961.0,20251107,서빙고동,,,,커피숍,,,1.0,1.0,,,비대상,,지하,,,,,,,,,16.0,,,,,5.0,,44.23,,,,,3020000-104-2025-00205,,,내국인,대한민국
3060000,104,2025,124,휴게음식점,20251107,디저트39 중랑구청점,"서울특별시 중랑구 봉화산로 218, 1층 (신내동)",서울특별시 중랑구 신내동  613번지 8호  ,,20251107,,,20251107,신내1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,63.29,,,,,,,,,3060000-104-2025-00124,,,내국인,대한민국
3130000,104,2025,240,휴게음식점,20251107,사과당 망원점,"서울특별시 마포구 월드컵로13길 37, 1층 101호 (망원동)",서울특별시 마포구 망원동  382번지 1호  ,,20251107,,,20251107,망원제1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,57.0,,,,,,,,,3130000-104-2025-00240,,,내국인,대한민국
3040000,104,2025,177,휴게음식점,20251107,선우로스터스,"서울특별시 광진구 동일로62길 17, 1층 (중곡동)",서울특별시 광진구 중곡동  633번지 5호  ,,20251107,,,20251107,중곡제1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,15.0,,,,,,,30.0,,,,,3040000-104-2025-00177,,,내국인,대한민국
3230000,104,2025,416,휴게음식점,20251107,텐퍼센트커피 송파문정로점,"서울특별시 송파구 문정로 145, 대정하우스빌딩 1층 (가락동)",서울특별시 송파구 가락동  180번지 8호  대정하우스빌딩,,20251107,주식회사 골드런리치,1244110397457.0,20251107,가락2동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,54.77,,,,,,,,,,,,3230000-104-2025-00416,,,내국인,대한민국
3130000,104,2025,241,휴게음식점,20251107,메가엠지씨커피 홍대상상마당점,"서울특별시 마포구 어울마당로 53, 1층 (서교동)",서울특별시 마포구 서교동  403번지 15호  ,,20251107,,,20251107,서교동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,48.96,,,,,,,,,3130000-104-2025-00241,,,내국인,대한민국
3220000,104,2025,798,휴게음식점,20251107,카페 개봉(한시적),"서울특별시 강남구 남부순환로 3104, SETEC 지상1층 제2전시실 (대치동)",서울특별시 강남구 대치동  514번지  SETEC,,20251107,,,20251107,대치2동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,,,,,,,,,,3220000-104-2025-00798,20251118.0,20251118.0,내국인,대한민국
3000000,104,2025,129,휴게음식점,20251107,올드어스 커피,"서울특별시 종로구 종로 19, 르메이에르종로타운1 116-1호 (종로1가)",서울특별시 종로구 종로1가  24번지  르메이에르종로타운1-116-1,,20251107,,,20251107,종로1.2.3.4가동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,10.0,,,,,,,8.26,,,,,3000000-104-2025-00129,,,내국인,대한민국
3180000,104,2025,413,휴게음식점,20251107,사과당 여의도점,"서울특별시 영등포구 여의나루로 42, 여의도종합상가 1층 111호 (여의도동)",서울특별시 영등포구 여의도동  35번지 5호  여의도종합상가,,20251107,,,20251107,여의동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,22.0,,,,,,,25.74,,,,,3180000-104-2025-00413,,,내국인,대한민국
3190000,104,2025,115,휴게음식점,20251107,24시 무인카페 만월경 이수점,"서울특별시 동작구 사당로29가길 12, 1층 101호 (사당동)",서울특별시 동작구 사당동  141번지 228호  ,,20251107,,,20251107,사당제2동,,,,커피숍,1.0,1.0,,,,,비대상,상수도전용,지상,,,,,,,,,,,,29.1,,,,,,,,,3190000-104-2025-00115,,,내국인,대한민국
3150000,104,2025,283,휴게음식점,20251107,스탠브루 마곡점,"서울특별시 강서구 마곡중앙1로 26, 엠리체 105, 106호 (마곡동)",서울특별시 강서구 마곡동  798번지 12호  엠리체,,20251107,롯데지알에스 주식회사,1101110262850.0,20251107,발산제1동,,,,커피숍,1.0,1.0,,,11.0,,비대상,상수도전용,지상,,,,,,,,,10.0,,,,,,,76.54,,,,,3150000-104-2025-00283,,,내국인,대한민국
3000000,104,2025,127,휴게음식점,20251106,츄 츄(chu chu),"서울특별시 종로구 자하문로15길 17, 1층 (통인동)",서울특별시 종로구 통인동  22번지 1호  ,,20251106,,,20251106,청운효자동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,20.0,,,,,,,,,,,,3000000-104-2025-00127,,,내국인,대한민국
3230000,121,2025,92,제과점영업,20251106,크리에잇쿠키,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)",서울특별시 송파구 신천동  29번지  롯데월드타워앤드롯데월드몰,,20251106,주식회사 크리에잇하우스,1101116019015.0,20251106,잠실6동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3230000-121-2025-00092,20251111.0,20251130.0,내국인,대한민국
3220000,104,2025,797,휴게음식점,20251106,블랙스미스,"서울특별시 강남구 도곡로 228, 남양빌딩 지상1층 (도곡동)",서울특별시 강남구 도곡동  542번지 6호  남양빌딩,,20251106,주식회사 리뉴셀,1101117350137.0,20251106,도곡1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,20.0,,,,,,,,,3220000-104-2025-00797,,,내국인,대한민국
3130000,121,2025,59,제과점영업,20251106,오베,"서울특별시 마포구 월드컵북로 233, 제1상가동 2층 202호 (성산동, 성산시영아파트)",서울특별시 마포구 성산동  446번지  성산시영아파트,,20251106,,,20251106,성산제2동,,,,제과점영업,2.0,2.0,,,,,비대상,,지상2층이상,,,,,,,,,,,,18.6,,,,,,,,,3130000-121-2025-00059,,,내국인,대한민국
3180000,104,2025,412,휴게음식점,20251106,베어 바이트 브레드,"서울특별시 영등포구 신길로28길 9, 상가동 지2층 143호 (신길동, 힐스테이트 클래시안)",서울특별시 영등포구 신길동  4969번지  힐스테이트 클래시안,,20251106,,,20251106,신길제4동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,26.45,,,,,,,17.51,,,,,3180000-104-2025-00412,,,내국인,대한민국
3140000,104,2025,243,휴게음식점,20251106,팰로우커피(fallow coffee),"서울특별시 양천구 목동동로 189, 1층 107호 (신정동, 삼성 쉐르빌1)",서울특별시 양천구 신정동  318번지 10호  삼성 쉐르빌1,,20251106,,,20251106,신정6동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,61.36,,,,,,,,,3140000-104-2025-00243,,,내국인,대한민국
3210000,121,2025,74,제과점영업,20251106,토스티서울x호라이즌식스틴,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 스위트파크 (반포동)",서울특별시 서초구 반포동  19번지 3호  센트럴시티,,20251106,,,20251106,반포제4동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3210000-121-2025-00074,20251107.0,20251113.0,내국인,대한민국
3210000,104,2025,417,휴게음식점,20251106,카페(cafe)1412,"서울특별시 서초구 효령로60길 23-5, 연우빌딩 1층 (서초동)",서울특별시 서초구 서초동  1444번지 11호  연우빌딩 1층,,20251106,,,20251106,서초제1동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,118.12,,,,,,,,,3210000-104-2025-00417,,,내국인,대한민국
3220000,121,2025,141,제과점영업,20251106,카페라이츠 건대로데오점(한시적),"서울특별시 강남구 테헤란로 517, 현대백화점 지하1층 식품관 (삼성동)",서울특별시 강남구 삼성동  159번지 7호  현대백화점,,20251106,라이츠앤코 주식회사,1701110984436.0,20251106,삼성1동,,,,제과점영업,,,1.0,1.0,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3220000-121-2025-00141,20251107.0,20251113.0,내국인,대한민국
3130000,104,2025,239,휴게음식점,20251106,르에타(Leeta),"서울특별시 마포구 마포대로28라길 8, 1층 (아현동, 리움하우스)",서울특별시 마포구 아현동  742번지 1호  리움하우스,,20251106,,,20251106,공덕동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,37.29,,,,,,,,,3130000-104-2025-00239,,,내국인,대한민국
3180000,121,2025,61,제과점영업,20251106,보따리제과점,"서울특별시 영등포구 여의대로 108, 더현대 지하1층 (여의도동)",서울특별시 영등포구 여의도동  22번지  파크원,,20251106,서울페이스트리 주식회사,1211110440825.0,20251106,여의동,,,,제과점영업,,,,,,,비대상,,,,,,,,,,,3.3,,,,,,,,,,,,3180000-121-2025-00061,20251107.0,20251120.0,내국인,대한민국
3240000,104,2025,256,휴게음식점,20251105,이디야 암사상암로점,"서울특별시 강동구 상암로 55, 정인빌딩 1층 101호 (암사동)",서울특별시 강동구 암사동  496번지 35호  정인빌딩,,20251105,,,20251105,암사제1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,68.0,,,,,,,,,3240000-104-2025-00256,,,내국인,대한민국
3230000,121,2025,90,제과점영업,20251105,오베르캄프,"서울특별시 송파구 올림픽로 300, 롯데월드타워 앞 잔디광장 (신천동)",서울특별시 송파구 신천동  29번지  롯데월드타워앤드롯데월드몰,,20251105,,,20251105,잠실6동,,,,제과점영업,,,,,,,비대상,,지상,,,,,,,,,8.2,,,,,,,,,,,,3230000-121-2025-00090,20251119.0,20251218.0,내국인,대한민국
3070000,104,2025,227,휴게음식점,20251105,포트캔커피 서울성북점,"서울특별시 성북구 삼선교로16길 35, 제상가 101동 제비109호 (삼선동3가, 삼선 SK VIEW 아파트)",서울특별시 성북구 삼선동3가  116번지  삼선 SK VIEW 아파트,,20251105,,,20251105,삼선동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,15.0,,,,,,,28.0,,,,,3070000-104-2025-00227,,,내국인,대한민국
3200000,104,2025,163,휴게음식점,20251105,더 리본스테이,"서울특별시 관악구 남현4길 10, 1층 오른쪽호 (남현동)",서울특별시 관악구 남현동  1068번지 31호  ,,20251105,,,20251105,남현동,,,,커피숍,,,,,,,비대상,상수도전용,지상,,,,,,,,,25.0,,,,,,,,,,,,3200000-104-2025-00163,,,내국인,대한민국
3150000,121,2025,31,제과점영업,20251105,멜로우케이크&디저트,"서울특별시 강서구 화곡로 135, 상원빌딩 3층 302호 (화곡동)",서울특별시 강서구 화곡동  1067번지 19호  상원빌딩,,20251105,,,20251105,화곡제3동,,,,제과점영업,3.0,3.0,,,5.0,,비대상,상수도전용,지상,,,,,,,,,40.0,,,,,,,55.78,,,,,3150000-121-2025-00031,,,내국인,대한민국
3200000,121,2025,22,제과점영업,20251105,삼형제 제빵소,"서울특별시 관악구 남부순환로 1740, 명당빌딩 1층 (봉천동)",서울특별시 관악구 봉천동  927번지 1호  명당빌딩,,20251105,,,20251105,청룡동,,,,제과점영업,,,,,,,비대상,상수도전용,지상,,,,,,,,,49.0,,,,,,,,,,,,3200000-121-2025-00022,,,내국인,대한민국
3000000,104,2025,126,휴게음식점,20251105,원플러스,"서울특별시 종로구 동호로38길 2, 1층 (종로5가)",서울특별시 종로구 종로5가  332번지 5호  1층,,20251105,,,20251105,종로5.6가동,,,,커피숍,1.0,1.0,,,,,비대상,,지하,,,,,,,,,15.0,,,,3.0,,,33.24,,,,,3000000-104-2025-00126,,,내국인,대한민국
3220000,104,2025,793,휴게음식점,20251105,카페쿠담(cafe kudamm),"서울특별시 강남구 삼성로 517, 지상1층 101호 (삼성동, 채널리저브)",서울특별시 강남구 삼성동  144번지 14호  채널리저브,,20251105,,,20251105,삼성2동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,41.33,,,,,,,,,3220000-104-2025-00793,,,내국인,대한민국
3150000,121,2025,30,제과점영업,20251105,타르데마 베이커리 서울식물원,"서울특별시 강서구 양천로47길 12, 마곡 보타닉 투웨니퍼스트 101동 1층 101호 (가양동)",서울특별시 강서구 가양동  257번지 1호  마곡 보타닉 투웨니퍼스트,,20251105,주식회사 하코카빔,1101116757722.0,20251105,가양제1동,,,,제과점영업,1.0,1.0,,,15.0,,비대상,상수도전용,지상,,,,,,,,,260.0,,,,,,,59.86,,,,,3150000-121-2025-00030,,,내국인,대한민국
3180000,104,2025,411,휴게음식점,20251105,매머드익스프레스 당산역2차 SK V1점,"서울특별시 영등포구 선유동2로 64, 당산역 2차 SK V1 tower 1층 104호 (당산동5가)",서울특별시 영등포구 당산동5가  9번지 13호  당산역 2차 SK V1 tower,,20251105,,,20251105,당산제2동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,24.05,,,,,,,20.44,,,,,3180000-104-2025-00411,,,내국인,대한민국
3130000,104,2025,238,휴게음식점,20251105,무프아파트먼트 홍대,"서울특별시 마포구 양화로23길 22-7, 별관1층 (동교동)",서울특별시 마포구 동교동  148번지 7호  ,,20251105,,,20251105,서교동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,50.0,,,,,,,,,3130000-104-2025-00238,,,내국인,대한민국
3150000,104,2025,281,휴게음식점,20251105,리은푸드,"서울특별시 강서구 마곡중앙로 143, 코엑스 마곡점 1층 (마곡동)",서울특별시 강서구 마곡동  767번지  ,,20251105,주식회사 리은푸드,1701110846090.0,20251105,방화제1동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,,,,,,,,,,3150000-104-2025-00281,20251113.0,20251116.0,내국인,대한민국
3230000,121,2025,91,제과점영업,20251105,에뚜왈,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)",서울특별시 송파구 신천동  29번지  롯데월드타워앤드롯데월드몰,,20251105,주식회사 에뚜왈,1101117988053.0,20251105,잠실6동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3230000-121-2025-00091,20251113.0,20251126.0,내국인,대한민국
3200000,104,2025,162,휴게음식점,20251104,밀크힐 신림점,"서울특별시 관악구 조원로 97, 내제나호 1층 최우측 두번째호 (신림동)",서울특별시 관악구 신림동  520번지 19호  ,,20251104,,,20251104,조원동,,,,커피숍,,,,,,,비대상,상수도전용,지상,,,,,,,,,30.0,,,,,,,,,,,,3200000-104-2025-00162,,,내국인,대한민국
3180000,104,2025,408,휴게음식점,20251104,테디스베이글,"서울특별시 영등포구 국회대로 639-1, 1층 (영등포동8가)",서울특별시 영등포구 영등포동8가  29번지 11호  ,,20251104,,,20251104,영등포동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,9.66,,,,,,,,,,,,3180000-104-2025-00408,,,내국인,대한민국
3220000,104,2025,788,휴게음식점,20251104,플레이메이드 코리아(Playmade Korea),"서울특별시 강남구 선릉로 408, 지상1층 101호 (대치동)",서울특별시 강남구 대치동  898번지 12호  ,,20251104,,,20251104,대치4동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,52.89,,,,,,,,,3220000-104-2025-00788,,,내국인,대한민국
3080000,104,2025,139,휴게음식점,20251104,더벤티 삼양점,"서울특별시 강북구 솔샘로 236, 1층 2,3호 (미아동)",서울특별시 강북구 미아동  1345번지 1호  ,,20251104,,,20251104,삼각산동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,,,,33.87,,,,,,,,,3080000-104-2025-00139,,,내국인,대한민국
3210000,121,2025,73,제과점영업,20251104,스틱윗미,"서울특별시 서초구 신반포로 176, 지하1층 베이커리행사장 (반포동)",서울특별시 서초구 반포동  19번지 3호  지하1층 베이커리행사장,,20251104,주식회사 에스제이애프앤피,1101117714606.0,20251104,반포제4동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3210000-121-2025-00073,20251107.0,20251113.0,내국인,대한민국
3170000,121,2025,6,제과점영업,20251104,코코호도 금천구청역점,"서울특별시 금천구 시흥대로73길 67, 엠메디컬타워 1층 106호 (시흥동)",서울특별시 금천구 시흥동  1031번지  엠메디컬타워,,20251104,,,20251104,시흥제1동,,,,제과점영업,,,,,,,비대상,,지상,,,,,,,,,24.7,,,,,,,,,,,,3170000-121-2025-00006,,,내국인,대한민국
3110000,104,2025,110,휴게음식점,20251104,우지커피 새절역점,"서울특별시 은평구 증산로 403, 1층 (신사동)",서울특별시 은평구 신사동  335번지 8호  ,,20251104,,,20251104,신사제2동,,,,커피숍,1.0,1.0,,,2.0,,비대상,상수도전용,지상,,,,,,,,,21.0,,,,,5.0,,,,,,,3110000-104-2025-00110,,,내국인,대한민국
3220000,104,2025,786,휴게음식점,20251104,다름과일,"서울특별시 강남구 헌릉로569길 3, 강남투엠캐슬 지상1층 106호 (세곡동)",서울특별시 강남구 세곡동  586번지  강남투엠캐슬,,20251104,,,20251104,세곡동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,36.0,,,,,,,,,3220000-104-2025-00786,,,내국인,대한민국
3210000,121,2025,72,제과점영업,20251104,베르커,"서울특별시 서초구 강남대로53길 12, 1층 101호 (서초동)",서울특별시 서초구 서초동  1327번지 34호  1층 101호,,20251104,,,20251104,서초제2동,,,,제과점영업,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,22.35,,,,,,,,,3210000-121-2025-00072,,,내국인,대한민국
3070000,104,2025,226,휴게음식점,20251104,꽁카페,"서울특별시 성북구 북악산로 537-14, 북악골프연습장 내 식당 (정릉동)",서울특별시 성북구 정릉동  산 87번지 374호  ,,20251104,,,20251104,정릉제3동,,,,커피숍,,,,,,,비대상,,,,,,,,,,,20.0,,,11.5,10.0,,,30.0,,,,,3070000-104-2025-00226,,,내국인,대한민국
3030000,121,2025,34,제과점영업,20251104,포어 플랜,"서울특별시 성동구 왕십리로14길 30-11, 1층 (성수동1가)",서울특별시 성동구 성수동1가  656번지 1068호  ,,20251104,,,20251104,성수1가제2동,,,,제과점영업,,,,,,,비대상,,지상,,,,,,,,,5.0,,,,,,,,,,,,3030000-121-2025-00034,,,내국인,대한민국
3010000,104,2025,352,휴게음식점,20251103,엘브이플러스코리아(유) 르 카페 루이비통 신세계 더 리저브,"서울특별시 중구 소공로 63, 신세계백화점건물 4층 (충무로1가)",서울특별시 중구 충무로1가  52번지 5호  신세계백화점건물,,20251103,엘브이플러스코리아 유한회사,1101140120531.0,20251103,회현동,,,,커피숍,,,,,,,비대상,,지상2층이상,,,,,,,,,62.52,,,165.05,,,,,,,,,3010000-104-2025-00352,,,외국인,스위스
3230000,121,2025,89,제과점영업,20251103,토스티서울x호라이즌식스틴,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 지하1층 (신천동)",서울특별시 송파구 신천동  29번지  롯데월드타워앤드롯데월드몰,,20251103,,,20251103,잠실6동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3230000-121-2025-00089,20251104.0,20251126.0,내국인,대한민국
3230000,104,2025,403,휴게음식점,20251103,밀빛 롯데월드몰점,"서울특별시 송파구 올림픽로 300, 지하1층 3355 (신천동)",서울특별시 송파구 신천동  29번지  롯데월드타워앤드롯데월드몰,,20251103,,,20251103,잠실6동,,,,커피숍,,,,,,,비대상,,지하,,,,,,,,,29.51,,,,,,,,,,,,3230000-104-2025-00403,,,내국인,대한민국
3060000,104,2025,120,휴게음식점,20251103,시월에 토리,"서울특별시 중랑구 용마산로 670, C동 102호 (망우동, 신내역 프라디움 더 테라스)",서울특별시 중랑구 망우동  584번지  신내역 프라디움 더 테라스,,20251103,,,20251103,망우본동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,42.05,,,,,,,,,3060000-104-2025-00120,,,내국인,대한민국
3070000,121,2025,11,제과점영업,20251103,진천쌀빵 미잠미과 장위동방점,"서울특별시 성북구 장위로 39, 1층 (장위동)",서울특별시 성북구 장위동  230번지 174호  ,,20251103,,,20251103,장위제1동,,,,제과점영업,,,,,,,비대상,,지상,,,,,,,,,25.0,,,13.0,1.6,,,35.0,,,,,3070000-121-2025-00011,,,내국인,대한민국
3210000,121,2025,70,제과점영업,20251103,왓어브레드용산점,"서울특별시 서초구 신반포로 176, 신세계백화점 강남점 지하1층 지하1층 (반포동)",서울특별시 서초구 반포동  19번지 3호  신세계백화점 강남점 지하1층,,20251103,주식회사 더블유에이비,1101119147582.0,20251103,반포제4동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3210000-121-2025-00070,20251107.0,20251130.0,내국인,대한민국
3220000,104,2025,778,휴게음식점,20251103,만화카페도도 강남본점,"서울특별시 강남구 강남대로94길 18, 지하2층 (역삼동)",서울특별시 강남구 역삼동  819번지 2호  ,,20251103,,,20251103,역삼1동,,,,커피숍,,,,,,,비대상,,지하,,,,,,,,,,,,33.05,,,,,,,,,3220000-104-2025-00778,,,내국인,대한민국
3030000,121,2025,33,제과점영업,20251103,르모멍(Le Moment),"서울특별시 성동구 성수일로12길 19-1, 1층 (성수동2가)",서울특별시 성동구 성수동2가  299번지 155호  ,,20251103,,,20251103,성수2가제3동,,,,제과점영업,,,,,,,비대상,,,,,,,,,,,32.0,,,,,,,,,,,,3030000-121-2025-00033,,,내국인,대한민국
3090000,121,2025,6,제과점영업,20251103,허그케이크(HUG CAKE),"서울특별시 도봉구 도봉로121길 10, 1층 3호 (쌍문동)",서울특별시 도봉구 쌍문동  80번지 56호  ,,20251103,,,20251103,쌍문제2동,,,,제과점영업,1.0,1.0,,,,,비대상,상수도전용,지상,,,,,,,,,,,,28.2,,,,,,,,,3090000-121-2025-00006,,,내국인,대한민국
3130000,121,2025,58,제과점영업,20251103,진켈란젤로,"서울특별시 마포구 독막로8길 10, 조현빌딩 1층 (합정동)",서울특별시 마포구 합정동  362번지 5호  조현빌딩,,20251103,,,20251103,합정동,,,,제과점영업,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,64.49,,,,,,,,,3130000-121-2025-00058,,,내국인,대한민국
3200000,104,2025,161,휴게음식점,20251103,프렌치 하우스,"서울특별시 관악구 은천로 14, 1층 103(일부)호 (봉천동, 쁘띠그린힐)",서울특별시 관악구 봉천동  957번지 6호  쁘띠그린힐,,20251103,,,20251103,은천동,,,,커피숍,,,,,,,비대상,상수도전용,지상,,,,,,,,,12.04,,,,,,,,,,,,3200000-104-2025-00161,,,내국인,대한민국
3210000,121,2025,71,제과점영업,20251103,(주)신세계푸드 블랑제리 양재점,"서울특별시 서초구 매헌로 16, 하이브랜드 지하1층 (양재동)",서울특별시 서초구 양재동  215번지  지하1층,,20251103,주식회사 신세계푸드,1101110305288.0,20251103,양재제2동,,,,제과점영업,,,,,,,비대상,,지하,,,,,,,,,,,,,,,,,,,,,3210000-121-2025-00071,20251113.0,20251125.0,내국인,대한민국
3060000,104,2025,119,휴게음식점,20251031,우지커피 면목역점,"서울특별시 중랑구 겸재로 186, 1층 (면목동)",서울특별시 중랑구 면목동  105번지 13호  ,,20251031,,,20251031,면목본동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,,,,45.0,,,,,,,,,3060000-104-2025-00119,,,내국인,대한민국
3230000,104,2025,397,휴게음식점,20251031,카페 르띠(CAFE RTi),"서울특별시 송파구 백제고분로39길 6-13, 디엠빌딩 1층 (석촌동)",서울특별시 송파구 석촌동  175번지 9호  디엠빌딩,,20251031,,,20251031,석촌동,,,,커피숍,,,,,,,비대상,,지상,,,,,,,,,104.58,,,,,,,,,,,,3230000-104-2025-00397,,,내국인,대한민국
3070000,104,2025,224,휴게음식점,20251031,아르뭇(Armut),"서울특별시 성북구 오패산로8길 4, 지상1층 101호 (하월곡동)",서울특별시 성북구 하월곡동  60번지 109호  ,,20251031,,,20251031,월곡제1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,16.0,,,,,,,10.0,,,,,3070000-104-2025-00224,,,내국인,대한민국
3040000,104,2025,175,휴게음식점,20251031,젠지스,"서울특별시 광진구 천호대로107길 30, 1층 (중곡동)",서울특별시 광진구 중곡동  646번지 9호  ,,20251031,,,20251031,중곡제1동,,,,커피숍,1.0,1.0,,,,,비대상,,지상,,,,,,,,,30.0,,,,,,,71.21,,,,,3040000-104-2025-00175,,,내국인,대한민국
