상호명,상권업종소분류명,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번주소,도로명주소,층정보,경도,위도,nearest_station,transit_type,walk_time_minutes,walk_distance_m,straight_distance_m
땡스,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1010-28,서울특별시 동작구 동작대로13길 12,1,126.9804402,37.48189603,이수역,버스정류장,3.1,210.1704993950817,150.12178528220122
로진,카페,동작구,11590550,상도3동,1159010200,상도동,서울특별시 동작구 상도동 322-19,서울특별시 동작구 국사봉1길 32,1,126.9303492,37.49882507,신대방삼거리,지하철역,2.8,185.32576380245698,132.37554557318356
리치몽브레,카페,동작구,11590630,사당2동,1159010700,사당동,서울특별시 동작구 사당동 150-26,서울특별시 동작구 사당로 285-1,1,126.9792975,37.48468896,이수역,버스정류장,1.4,95.65581180116625,68.3255798579759
린도,카페,동작구,11590640,사당3동,1159010700,사당동,서울특별시 동작구 사당동 323-16,서울특별시 동작구 사당로 251,1,126.9756572,37.48348091,남성역,버스정류장,6.4,431.6893514897573,308.3495367783981
마그마힐링카페,카페,동작구,11590560,상도4동,1159010200,상도동,서울특별시 동작구 상도동 202-31,서울특별시 동작구 양녕로29길 56,1,126.9412837,37.50017351,밤골.상도역,버스정류장,9.2,615.2173090413972,439.4409350295695
마당커피,카페,동작구,11590560,상도4동,1159010200,상도동,서울특별시 동작구 상도동 242-62,서울특별시 동작구 성대로1길 24,1,126.9345537,37.50152148,7호선장승배기역2번출구,버스정류장,10.1,675.5697527291591,482.5498233779708
매머드익스프레스보라매공원점,카페,동작구,11590680,신대방2동,1159010900,신대방동,서울특별시 동작구 신대방동 708,서울특별시 동작구 보라매로3길 29,1,126.9248495,37.49119017,보라매병원,지하철역,4.6,305.27129236600894,218.05092311857783
매머드익스프레스신대방삼거리역점,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 393-65,서울특별시 동작구 상도로 69,1,126.9283691,37.49995915,신대방삼거리역,버스정류장,0.4,23.787236070055396,16.990882907182428
메가엠지씨커피,카페,동작구,11590651,사당5동,1159010700,사당동,서울특별시 동작구 사당동 250-7,서울특별시 동작구 사당로12길 2,1,126.9708854,37.48447995,남성역,버스정류장,0.4,29.787644568962538,21.276888977830385
메가엠지씨커피노량진점,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 97-1,서울특별시 동작구 노량진로16길 14,1,126.9436151,37.51296891,노량진역,버스정류장,1.6,104.69510044167806,74.78221460119862
메가엠지씨커피숭실대입구역점,카페,동작구,11590530,상도1동,1159010200,상도동,서울특별시 동작구 상도동 489-1,서울특별시 동작구 상도로 362-1,1,126.9532624,37.49625948,숭실대입구역,버스정류장,0.3,19.55495365388219,13.96782403848728
문커피,카페,동작구,11590530,상도1동,1159010300,상도1동,서울특별시 동작구 상도1동 428-5,서울특별시 동작구 상도로47가길 48,1,126.9502054,37.5018715,상도역1번출구,버스정류장,4.8,323.0154916570718,230.7253511836227
미쁘다,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 340-11,서울특별시 동작구 여의대방로54길 27,1,126.9283006,37.512411,대방역2번출구앞,버스정류장,1.7,115.25128747757203,82.32234819826574
미스터힐링노량진점,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 119-143,서울특별시 동작구 만양로 98,,126.9444414,37.5120683,노량진역,버스정류장,4.0,269.0300073803499,192.16429098596421
바나프레소,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 190-34,서울특별시 동작구 흑석로 85,,126.9590915,37.50729896,흑석역,버스정류장,7.4,498.1305316961751,355.8075226401251
발아커피,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1045-1,서울특별시 동작구 동작대로7길 87,1,126.9780785,37.47748067,사당역9번출구앞,버스정류장,6.2,413.55353495831304,295.39538211308076
방구석여행,카페,동작구,11590540,상도2동,1159010200,상도동,서울특별시 동작구 상도동 29-81,서울특별시 동작구 상도로34길 15,1,126.9457706,37.50411305,상도역.하나은행,버스정류장,2.7,182.56472208119214,130.40337291513725
백억커피노량진역점,카페,동작구,11590520,노량진2동,1159010100,노량진동,서울특별시 동작구 노량진동 40-14,서울특별시 동작구 노량진로 114,1,126.9386156,37.51301147,지하철9호선,지하철역,2.8,185.22467105580822,132.30333646843445
백억커피신대방,카페,동작구,11590560,상도4동,1159010200,상도동,서울특별시 동작구 상도동 255-4,서울특별시 동작구 성대로 43,1,126.9336625,37.49898014,신대방삼거리,지하철역,8.3,556.3207932550741,397.37199518219586
백억커피이수역점,카페,동작구,11590630,사당2동,1159010700,사당동,서울특별시 동작구 사당동 89-26,서울특별시 동작구 동작대로29가길 23,1,126.9814221,37.48895108,총신대입구역.남성시장입구앞,버스정류장,2.1,138.96844405973079,99.26317432837914
보라매공원R,카페,동작구,11590680,신대방2동,1159010900,신대방동,서울특별시 동작구 신대방동 395-65,서울특별시 동작구 보라매로5길 35,,126.9235369,37.49210835,보라매병원,지하철역,2.1,138.37245010149266,98.83746435820905
블루포트중앙대학교점,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 221,서울특별시 동작구 흑석로 84,3,126.9538339,37.50472916,상도역,버스정류장,9.3,626.2908984346157,447.3506417390112
빅컵,카페,동작구,11590530,상도1동,1159010300,상도1동,서울특별시 동작구 상도1동 489-1,서울특별시 동작구 흑석로 14,,126.9522279,37.50471951,상도역,버스정류장,6.5,437.1044529333312,312.21746638095084
빵굽는나라,빵/도넛,동작구,11590650,사당4동,1159010700,사당동,서울특별시 동작구 사당동 268-20,서울특별시 동작구 사당로14길 19,1,126.9717,37.48317369,남성역,버스정류장,2.3,154.00846036552042,110.00604311822889
빽다방노량진드림,카페,동작구,11590520,노량진2동,1159010100,노량진동,서울특별시 동작구 노량진동 16-1,서울특별시 동작구 노들로2길 7,1,126.938592,37.51419177,지하철9호선,지하철역,2.4,159.8266143668275,114.1618674048768
빽다방대림,카페,동작구,11590670,신대방1동,1159010900,신대방동,서울특별시 동작구 신대방동 607-5,서울특별시 동작구 시흥대로 658,1,126.9080813,37.49037642,신대방역,버스정류장,9.6,646.0972666371601,461.49804759797155
상도중앙작은도서관북카페,카페,동작구,11590550,상도3동,1159010200,상도동,서울특별시 동작구 상도동 356-209,서울특별시 동작구 상도로15길 47,1,126.9342812,37.50276472,장승배기역,버스정류장,8.7,586.2308778382892,418.73634131306375
샌드림,카페,동작구,11590630,사당2동,1159010700,사당동,서울특별시 동작구 사당동 105,서울특별시 동작구 동작대로29길 119,2,126.9760505,37.49088728,롯데캐슬.샤인,버스정류장,8.8,588.4187084290704,420.29907744933604
샐러리아,카페,동작구,11590651,사당5동,1159010700,사당동,서울특별시 동작구 사당동 248-5,서울특별시 동작구 사당로 196,1,126.9698903,37.48493922,남성역,버스정류장,1.5,99.02526079094378,70.73232913638842
서브젝트커피,카페,동작구,11590540,상도2동,1159010200,상도동,서울특별시 동작구 상도동 28-26,서울특별시 동작구 상도로30길 71,1,126.944651,37.50396837,밤골.상도역,버스정류장,4.7,312.83008288017896,223.45005920012784
셀렉토커피상도,카페,동작구,11590540,상도2동,1159010200,상도동,서울특별시 동작구 상도동 535,서울특별시 동작구 상도로30길 40,,126.942468,37.50431872,7호선장승배기역2번출구,버스정류장,6.4,425.753750979719,304.1098221283707
시니어카페카리스,카페,동작구,11590530,상도1동,1159010200,상도동,서울특별시 동작구 상도동 493-10,서울특별시 동작구 상도로60길 8,4,126.9539759,37.49448477,숭실대입구,지하철역,3.2,214.24982904361775,153.0355921740127
아몬드블루,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 43-9,서울특별시 동작구 서달로14길 46,,126.9654139,37.5072289,흑석역.명수대현대아파트,버스정류장,0.6,37.21066632976884,26.579047378406315
에브어이브,카페,동작구,11590530,상도1동,1159010200,상도동,서울특별시 동작구 상도동 494-15,서울특별시 동작구 상도로62길 10,1,126.9541792,37.49495338,숭실대입구,지하철역,2.1,143.1911443623906,102.27938883027899
에스지푸드동작역호두붐,빵/도넛,동작구,11590630,사당2동,1159010600,동작동,서울특별시 동작구 동작동 327-1,서울특별시 동작구 현충로 257,,126.9802651,37.50286244,동작,지하철역,0.2,12.442327806569317,8.88737700469237
오띠,카페,동작구,11590550,상도3동,1159010200,상도동,서울특별시 동작구 상도동 324-2,서울특별시 동작구 상도로 88,2,126.9305633,37.49960907,신대방삼거리,지하철역,2.5,164.6130127026186,117.58072335901328
오송에프씨,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 17-31,서울특별시 동작구 여의대방로36길 105,,126.9318781,37.50885415,대방역2번출구앞,버스정류장,12.2,818.13281376373,584.3805812598072
와이커피로스터스더(the)샌드위치하우스,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 224-1,서울특별시 동작구 흑석로 102,,126.9604154,37.506038,흑석역.흑석동빗물펌프장,버스정류장,7.4,497.633938270902,355.4528130506443
와플대학이수역캠퍼스,빵/도넛,동작구,11590630,사당2동,1159010700,사당동,서울특별시 동작구 사당동 139-36,서울특별시 동작구 동작대로27길 22,1,126.9806535,37.48769856,총신대입구역.남성시장입구앞,버스정류장,3.1,208.1133675876138,148.65240541972415
우리커피맥주,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1032-42,서울특별시 동작구 동작대로7길 39,1,126.9799209,37.4789136,사당역10번출구,버스정류장,3.0,199.7840295164327,142.70287822602336
움프,카페,동작구,11590530,상도1동,1159010200,상도동,서울특별시 동작구 상도동 477-13,서울특별시 동작구 상도로 341-2,1,126.9525601,37.49804319,숭실대입구역,버스정류장,2.9,194.31059562244724,138.79328258746233
웨스트빙고,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1008-8,서울특별시 동작구 동작대로13길 6,1,126.9811073,37.48181505,이수역,버스정류장,2.1,143.96227628386526,102.83019734561806
이공커피,카페,동작구,11590650,사당4동,1159010700,사당동,서울특별시 동작구 사당동 275-39,서울특별시 동작구 사당로16길 44,1,126.9723789,37.48180432,남성역,버스정류장,5.3,352.3386555912684,251.67046827947743
이공커피,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 225-17,서울특별시 동작구 서달로 151,1,126.9615346,37.50697542,흑석역.흑석동빗물펌프장,버스정류장,4.4,296.7084947802244,211.9346391287317
이카페,카페,동작구,11590680,신대방2동,1159010900,신대방동,서울특별시 동작구 신대방동 364-90,서울특별시 동작구 여의대방로22길 38,1,126.9220159,37.49763053,보라매역.동작세무서,버스정류장,3.4,226.49776059440478,161.78411471028915
익스큐즈미,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 399-7,서울특별시 동작구 상도로 3,1,126.9209502,37.50014363,보라매,지하철역,1.1,75.5712194994258,53.97944249958986
잇츄베이크,빵/도넛,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1024-13,서울특별시 동작구 동작대로9다길 24,,126.9772186,37.47971501,사당역10번출구,버스정류장,8.3,555.3501233239584,396.6786595171132
쟝블랑제리이수역,빵/도넛,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 708-333,서울특별시 동작구 동작대로23길 8,,126.9813215,37.48437394,이수시너스.이수역7번출구,버스정류장,1.4,90.57905273907107,64.69932338505077
정감부엌,카페,동작구,11590560,상도4동,1159010200,상도동,서울특별시 동작구 상도동 193-77,서울특별시 동작구 상도로22나길 31,1,126.9369854,37.50131557,7호선장승배기역2번출구,버스정류장,7.3,489.1525724938944,349.39469463849605
제너시스에프앤비노량진지점주,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 56-1,서울특별시 동작구 노량진로 138,1,126.9412396,37.51313895,노량진,지하철역,1.1,72.15053816147089,51.53609868676492
제이스커피,카페,동작구,11590651,사당5동,1159010700,사당동,서울특별시 동작구 사당동 248-6,서울특별시 동작구 사당로8길 9,1,126.969619,37.4847139,남성역,버스정류장,2.1,138.29398848161182,98.78142034400845
참베이커리,빵/도넛,동작구,11590530,상도1동,1159010200,상도동,서울특별시 동작구 상도동 486-5,서울특별시 동작구 상도로37길 78,1,126.953273,37.4974398,숭실대입구역,버스정류장,1.6,106.0579035230065,75.75564537357607
초이굽당,빵/도넛,동작구,11590650,사당4동,1159010700,사당동,서울특별시 동작구 사당동 267-4,서울특별시 동작구 사당로16가길 19,1,126.9723106,37.48297561,남성역,버스정류장,2.5,169.80630079743557,121.29021485531113
카멜커피1,카페,동작구,11590530,상도1동,1159010200,상도동,서울특별시 동작구 상도동 159-217,서울특별시 동작구 양녕로36길 12,2,126.9465184,37.5021492,밤골.상도역,버스정류장,1.7,110.60213747192543,79.00152676566103
카페Bien,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 211-35,서울특별시 동작구 만양로14다길 17,1,126.945562,37.51100564,노량진역,버스정류장,6.7,445.74720398634736,318.39085999024815
카페_곰,카페,동작구,11590670,신대방1동,1159010900,신대방동,서울특별시 동작구 신대방동 689,서울특별시 동작구 신대방길 59-1,1,126.9094855,37.48862955,신대방역,버스정류장,5.0,336.04506220864045,240.03218729188606
카페라르고,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1039-49,서울특별시 동작구 동작대로1길 36,,126.9794126,37.47739081,사당역9번출구앞,버스정류장,3.7,249.16909632045352,177.9779259431811
카페레인보우,카페,동작구,11590530,상도1동,1159010300,상도1동,서울특별시 동작구 상도1동 809,서울특별시 동작구 상도로38길 3-2,1,126.9478642,37.50214079,상도역1번출구,버스정류장,1.2,80.51979703414567,57.51414073867548
카페모닥불,카페,동작구,11590550,상도3동,1159010200,상도동,서울특별시 동작구 상도동 356-141,서울특별시 동작구 상도로19길 7,1,126.934745,37.50268388,장승배기역,버스정류장,8.1,544.1796592537464,388.6997566098189
카페요아정상도역점,카페,동작구,11590540,상도2동,1159010200,상도동,서울특별시 동작구 상도동 535,서울특별시 동작구 상도로30길 40,1,126.942468,37.50431872,7호선장승배기역2번출구,버스정류장,6.4,425.753750979719,304.1098221283707
카페이루동작점,카페,동작구,11590680,신대방2동,1159010900,신대방동,서울특별시 동작구 신대방동 460-1,서울특별시 동작구 여의대방로16길 53,1,126.9167719,37.4947167,보라매공원,지하철역,3.2,212.04818322553447,151.46298801823892
카페카작,카페,동작구,11590560,상도4동,1159010200,상도동,서울특별시 동작구 상도동 214-449,서울특별시 동작구 양녕로 156,1,126.942916,37.4952458,벽산아파트후문.만물슈퍼,버스정류장,9.9,661.5411661188656,472.5294043706183
커스텀요거트,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 190-51,서울특별시 동작구 흑석로 91,1,126.9597248,37.5074073,흑석역,버스정류장,6.4,426.06129040637256,304.329493147409
커피대장,카페,동작구,11590550,상도3동,1159010200,상도동,서울특별시 동작구 상도동 356-224,서울특별시 동작구 상도로15길 51,1,126.934349,37.50284584,장승배기역,버스정류장,8.5,572.7339066269465,409.09564759067604
커피빌리지,카페,동작구,11590650,사당4동,1159010700,사당동,서울특별시 동작구 사당동 318-13,서울특별시 동작구 사당로16길 7,1,126.9738596,37.48291289,남성역,버스정류장,4.0,268.60027559011354,191.85733970722399
커피소사이어티,카페,동작구,11590640,사당3동,1159010700,사당동,서울특별시 동작구 사당동 1133,서울특별시 동작구 사당로23바길 9,,126.9691873,37.48960626,롯데캐슬.샤인,버스정류장,5.1,343.3574410471009,245.2553150336435
커피인더스터디투,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 325-4,서울특별시 동작구 만양로3길 20,2,126.9458807,37.50819465,상도역.하나은행,버스정류장,10.2,682.0366450531874,487.16903218084815
컴포즈커피노량진점,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 89-9,서울특별시 동작구 노량진로16길 22,1,126.9437284,37.51267164,노량진역,버스정류장,2.3,152.37641595447565,108.84029711033975
콘하스상도점,카페,동작구,11590530,상도1동,1159010300,상도1동,서울특별시 동작구 상도1동 762,서울특별시 동작구 상도로37길 6,,126.9485309,37.50287089,상도역1번출구,버스정류장,1.5,98.34267526630137,70.24476804735812
큐브,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 190-49,서울특별시 동작구 흑석로13가길 43,,126.9596456,37.5074343,흑석역,버스정류장,6.4,430.9320929494943,307.80863782106735
크로플스루,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 431-8,서울특별시 동작구 사당로20길 64,1,126.9754547,37.48030932,남성역,버스정류장,10.5,706.7050907180829,504.7893505129164
클래시,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 381-48,서울특별시 동작구 대방동길 83,1,126.9243378,37.50515544,서울지방병무청,지하철역,3.5,235.77115405728205,168.4079671837729
파리바게뜨노량진２호점,빵/도넛,동작구,11590520,노량진2동,1159010100,노량진동,서울특별시 동작구 노량진동 42-14,서울특별시 동작구 노량진로 118,,126.9391244,37.51323699,지하철9호선,지하철역,1.7,115.16363359527892,82.2597382823421
파세로,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 414-16,서울특별시 동작구 여의대방로24나길 10-2,1,126.9213253,37.49831484,보라매역.동작세무서,버스정류장,2.1,138.34998185010832,98.82141560722025
팔공티,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 148-91,서울특별시 동작구 노량진로 180,1,126.9458996,37.51337543,노량진역,버스정류장,2.2,148.06358766053606,105.75970547181149
팡딜리카페보니또장승배기점,카페,동작구,11590540,상도2동,1159010200,상도동,서울특별시 동작구 상도동 201-73,서울특별시 동작구 장승배기로 33,1,126.9412152,37.50098438,7호선장승배기역2번출구,버스정류장,8.1,540.6327490889946,386.1662493492819
폴드,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 124-8,서울특별시 동작구 만양로14가길 8,1,126.9452672,37.51193354,노량진역,버스정류장,4.4,296.9936807899837,212.13834342141698
프랑세즈,카페,동작구,11590605,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동 8-37,서울특별시 동작구 현충로 96,3,126.9642712,37.50793134,흑석역.흑석동빗물펌프장,버스정류장,2.1,140.02836364172174,100.02025974408697
프로스퍼,카페,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 404-4,서울특별시 동작구 여의대방로24길 101,1,126.9256106,37.49908347,7호선신대방삼거리역4번출구,버스정류장,2.8,186.9299051160432,133.5213607971737
피크닉,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 84-101,서울특별시 동작구 장승배기로28길 26,1,126.9417832,37.51230128,노량진역,버스정류장,2.8,184.72581968965383,131.94701406403846
하우,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1129,서울특별시 동작구 남부순환로 2089,1,126.9814026,37.47651716,사당,지하철역,0.5,31.452871048548495,22.466336463248926
핫브레드,빵/도넛,동작구,11590660,대방동,1159010800,대방동,서울특별시 동작구 대방동 466-51,서울특별시 동작구 상도로 2,,126.9204868,37.49990906,보라매,지하철역,0.5,30.44792083029592,21.748514878782803
홀로,카페,동작구,11590620,사당1동,1159010700,사당동,서울특별시 동작구 사당동 1020-15,서울특별시 동작구 동작대로9길 32,1,126.97983,37.48073362,이수역,버스정류장,5.6,373.6147738910309,266.86769563645066
훈스커피,카페,동작구,11590510,노량진1동,1159010100,노량진동,서울특별시 동작구 노량진동 330,서울특별시 동작구 만양로 84,1,126.9451435,37.5109694,노량진역,버스정류장,6.6,443.86352743074946,317.04537673624964
공차,카페,마포구,11440740,상암동,1144012700,상암동,서울특별시 마포구 상암동 1605,서울특별시 마포구 월드컵북로 396,1,126.8903225,37.57943416,수색,지하철역,10.4,699.704469435538,499.7889067396701
그레이스랜드,빵/도넛,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 332-15,서울특별시 마포구 와우산로29바길 19,1,126.9259959,37.55549543,홍대입구,지하철역,4.7,316.16203262807835,225.83002330577028
그릭띠아요거트,카페,마포구,11440730,성산2동,1144012500,성산동,서울특별시 마포구 성산동 593-7,서울특별시 마포구 모래내로1길 4,2,126.9044249,37.56444486,마포구청,지하철역,3.0,201.8547351343601,144.18195366740008
나무아래커피작업실,카페,마포구,11440610,염리동,1144010900,염리동,서울특별시 마포구 염리동 9-3,서울특별시 마포구 숭문16길 24,1,126.9478156,37.55574135,이대역,버스정류장,2.9,191.6520960713037,136.8943543366455
넥스트페이지,카페,마포구,11440655,서강동,1144011400,창전동,서울특별시 마포구 창전동 5-138,서울특별시 마포구 서강로9길 60,4,126.9305236,37.55464223,홍대입구,지하철역,7.9,531.2754301360071,379.48245009714793
다이아빈,카페,마포구,11440740,상암동,1144012700,상암동,서울특별시 마포구 상암동 1596,서울특별시 마포구 월드컵북로54길 25,1,126.8889827,37.58209084,수색역앞,버스정류장,8.2,550.326607244537,393.09043374609786
더벤티아현역점,카페,마포구,11440555,아현동,1144010100,아현동,서울특별시 마포구 아현동 327-25,서울특별시 마포구 굴레방로 27,1,126.9553185,37.55647424,아현전철역,버스정류장,1.7,111.27083029224457,79.4791644944604
더브래드팬트리,빵/도넛,마포구,11440740,상암동,1144012700,상암동,서울특별시 마포구 상암동 20-9,서울특별시 마포구 매봉산로2길 64,,126.8960888,37.57660125,공항철도디지털미디어시티역,버스정류장,3.8,256.24881834268723,183.0348702447766
더쌍화커피,카페,마포구,11440565,공덕동,1144010200,공덕동,서울특별시 마포구 공덕동 242-8,서울특별시 마포구 마포대로8길 27,1,126.9546797,37.54613053,공덕역.공덕시장,버스정류장,5.0,336.16311955047456,240.1165139646247
도프커피,카페,마포구,11440740,상암동,1144012700,상암동,서울특별시 마포구 상암동 1597,서울특별시 마포구 월드컵북로54길 17,1,126.8885423,37.58132458,수색역앞,버스정류장,9.7,650.0952149429363,464.35372495924025
두모망,카페,마포구,11440680,합정동,1144012200,합정동,서울특별시 마포구 합정동 368-1,서울특별시 마포구 독막로4길 54,1,126.9159456,37.54588406,합정역,버스정류장,7.1,474.02375743491405,338.5883981677958
둡커피바,카페,마포구,11440600,대흥동,1144011100,신수동,서울특별시 마포구 신수동 14,서울특별시 마포구 서강대길 7,1,126.9396834,37.54954762,대흥역,버스정류장,4.1,277.5491931854215,198.2494237038725
라보아르,카페,마포구,11440710,연남동,1144012400,연남동,서울특별시 마포구 연남동 223-9,서울특별시 마포구 동교로51안길 24,1,126.9241186,37.56532411,(주)온누리운수,버스정류장,9.4,629.5232217090129,449.65944407786634
레이어비,카페,마포구,11440730,성산2동,1144012500,성산동,서울특별시 마포구 성산동 152-1,서울특별시 마포구 월드컵북로 220,,126.9046787,37.56958975,월드컵경기장역,버스정류장,8.0,538.4419228462788,384.6013734616277
로아코커피,카페,마포구,11440565,공덕동,1144010200,공덕동,서울특별시 마포구 공덕동 249-16,서울특별시 마포구 마포대로10길 12,1,126.9542944,37.54704039,공덕역.공덕시장,버스정류장,6.5,437.38979254744197,312.42128039103
루치펠,빵/도넛,마포구,11440710,연남동,1144012400,연남동,서울특별시 마포구 연남동 260-14,서울특별시 마포구 동교로 242-5,2,126.9246883,37.56152227,홍대입구,지하철역,8.3,554.0727480190601,395.76624858504294
르물랑블랑제리,빵/도넛,마포구,11440680,합정동,1144012200,합정동,서울특별시 마포구 합정동 472,서울특별시 마포구 월드컵로1길 14,1,126.9120593,37.55005286,합정역,버스정류장,3.0,201.95318065697907,144.2522718978422
르빵드파파,카페,마포구,11440710,연남동,1144012400,연남동,서울특별시 마포구 연남동 246-4,서울특별시 마포구 성미산로23길 46,1,126.9205078,37.56535778,(주)온누리운수,버스정류장,2.8,184.7357981416799,131.95414152977136
매머드익스프레스홍대,카페,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 360-10,서울특별시 마포구 와우산로18길 38,1,126.9239964,37.55192621,홍대입구,버스정류장,6.7,447.6969164346792,319.7835117390566
매머드익스프레스홍대경의선숲길점,카페,마포구,11440660,서교동,1144012100,동교동,서울특별시 마포구 동교동 176-12,서울특별시 마포구 신촌로4길 22-22,1,126.9272615,37.55748742,홍대입구,지하철역,1.0,68.69966929829535,49.071192355925255
매머드커피상암이안점,카페,마포구,11440740,상암동,1144012700,상암동,서울특별시 마포구 상암동 1653,서울특별시 마포구 월드컵북로 361,,126.8914014,37.57710158,수색,지하철역,11.8,790.161076349546,564.4007688211043
머씨커피,카페,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 394-51,서울특별시 마포구 양화로8길 32-10,2,126.9160094,37.54949711,합정역,버스정류장,2.2,145.20337183918159,103.716694170844
메가엠지씨커피마포아트,카페,마포구,11440600,대흥동,1144010800,대흥동,서울특별시 마포구 대흥동 30-3,서울특별시 마포구 대흥로20길 28,1,126.9455337,37.54990185,대흥역사거리,버스정류장,7.1,475.2929959314276,339.49499709387686
메가엠지씨커피서울공덕초교점,카페,마포구,11440565,공덕동,1144010300,신공덕동,서울특별시 마포구 신공덕동 15-15,서울특별시 마포구 만리재옛길 6,1,126.9543976,37.54485101,공덕역.공덕시장,버스정류장,2.7,182.96823834040995,130.69159881457855
문보우이엔티,카페,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 483-35,서울특별시 마포구 동교로12안길 36,1,126.9143293,37.55410001,합정역,버스정류장,8.3,554.5276720013544,396.09119428668174
밀크빌리지,카페,마포구,11440610,염리동,1144010900,염리동,서울특별시 마포구 염리동 148-8,서울특별시 마포구 백범로25길 1,1,126.9462153,37.54630718,대흥,지하철역,7.6,506.4616248790442,361.7583034850316
밀토니아miltonia,빵/도넛,마포구,11440680,합정동,1144012200,합정동,서울특별시 마포구 합정동 434-36,서울특별시 마포구 월드컵로7길 73,1,126.9082427,37.5524376,망원역(6호선),지하철역,8.3,556.0947780006559,397.2105557147542
바이러닉에스프레소바,카페,마포구,11440585,도화동,1144010400,도화동,서울특별시 마포구 도화동 25-13,서울특별시 마포구 마포대로 92,1,126.9513323,37.54284956,공덕,지하철역,1.4,90.57674615309473,64.6976758236391
바이홍스튜디오,빵/도넛,마포구,11440680,합정동,1144012200,합정동,서울특별시 마포구 합정동 432-5,서울특별시 마포구 동교로 58,2,126.9086719,37.55314071,망원역(6호선),지하철역,6.5,434.90354602407797,310.64539001719857
반지만들기,카페,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 358-29,서울특별시 마포구 와우산로 91,,126.9238597,37.55272801,홍대입구,버스정류장,4.9,329.52157119428125,235.37255085305804
베니케이크,빵/도넛,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 335-25,서울특별시 마포구 와우산로29다길 11,,126.9278185,37.55500101,홍대입구,지하철역,4.9,329.9805062484361,235.7003616060258
베티케이크,카페,마포구,11440740,상암동,1144012700,상암동,서울특별시 마포구 상암동 1442,서울특별시 마포구 성암로 209,1,126.896415,37.57812421,공항철도디지털미디어시티역,버스정류장,4.0,271.33347248578934,193.80962320413525
보통공원,카페,마포구,11440700,망원2동,1144012300,망원동,서울특별시 마포구 망원동 423-15,서울특별시 마포구 망원로 79,3,126.9056107,37.55763428,마포구청역입구,버스정류장,6.7,452.1872236175471,322.99087401253365
브라운핸즈창비,카페,마포구,11440660,서교동,1144012000,서교동,서울특별시 마포구 서교동 475-34,서울특별시 마포구 월드컵로12길 7,1,126.9114646,37.55534127,망원전철역,버스정류장,2.8,187.36344457770934,133.83103184122098
