상호명,상권업종소분류명,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번주소,도로명주소,층정보,경도,위도,nearest_station,transit_type,walk_time_minutes,walk_distance_m,straight_distance_m
캠프나인커피,카페,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 113-1,서울특별시 광진구 능동로19길 35,2,127.0717778,37.54701841,어린이대공원역.화양천주교회,버스정류장,3.5,231.65921620439588,165.47086871742565
커피마켓,카페,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 3-71,서울특별시 광진구 아차산로33길 60,,127.0711401,37.5428742,건대병원입구,버스정류장,1.7,115.70900090641685,82.64928636172633
커피볶는아침,카페,광진구,11215850,구의1동,1121510300,구의동,서울특별시 광진구 구의동 243-3,서울특별시 광진구 자양로18길 86,1,127.0882665,37.53846577,구의역,버스정류장,1.5,103.19204672558402,73.70860480398859
커피썸,카페,광진구,11215847,자양4동,1121510500,자양동,서울특별시 광진구 자양동 52-163,서울특별시 광진구 동일로4길 50-2,1,127.0635414,37.53573361,뚝도변전소앞,버스정류장,10.4,694.1389899075476,495.8135642196769
컴포즈커피광진,카페,광진구,11215860,구의2동,1121510300,구의동,서울특별시 광진구 구의동 31-23,서울특별시 광진구 자양로 312,1,127.0934104,37.55310304,어린이대공원후문아차산역,버스정류장,7.4,497.0820956652178,355.0586397608699
쿨데삭,카페,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 41-2,서울특별시 광진구 동일로26길 8,1,127.0663786,37.54539076,건국대입구,버스정류장,10.2,681.4925919462661,486.7804228187615
크림베이글,빵/도넛,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 8-38,서울특별시 광진구 아차산로31길 20-4,1,127.0697925,37.54173074,건대입구역사거리.건대병원,버스정류장,2.7,183.81964282769576,131.29974487692556
키뮤네일,카페,광진구,11215760,중곡3동,1121510100,중곡동,서울특별시 광진구 중곡동 166-41,서울특별시 광진구 능동로 393,1,127.0831697,37.56439118,중곡,지하철역,3.2,213.10598873531248,152.21856338236606
타래퀸,카페,광진구,11215730,군자동,1121510900,군자동,서울특별시 광진구 군자동 346-40,서울특별시 광진구 군자로 81,1,127.0708531,37.55043376,어린이대공원,지하철역,9.1,607.4475529016491,433.8911092154637
탐앤탐스어린이대공원역점,카페,광진구,11215730,군자동,1121510900,군자동,서울특별시 광진구 군자동 361-24,서울특별시 광진구 광나루로 383,,127.0724917,37.54807215,어린이대공원역.화양천주교회,버스정류장,3.9,260.78221749275855,186.27301249482755
테이큰커피,카페,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 193,서울특별시 광진구 광나루로 386,1,127.0724344,37.54734237,어린이대공원역.화양천주교회,버스정류장,2.7,179.82762355227428,128.44830253733878
텐퍼센트군자교점,카페,광진구,11215730,군자동,1121510900,군자동,서울특별시 광진구 군자동 466-17,서울특별시 광진구 천호대로 512,1,127.0753086,37.55843186,군자,지하철역,8.1,542.2193635204593,387.29954537175666
투썸플레이스,카페,광진구,11215840,자양3동,1121510500,자양동,서울특별시 광진구 자양동 227-342,서울특별시 광진구 능동로 90,1,127.0709209,37.53836033,광진문화예술회관,버스정류장,1.2,79.78513370931266,56.98938122093762
투썸플레이스세종대학교점,카페,광진구,11215730,군자동,1121510900,군자동,서울특별시 광진구 군자동 98,서울특별시 광진구 능동로 209,1,127.0731855,37.55161264,어린이대공원,지하철역,9.0,602.1710861515345,430.1222043939532
파를린베리스PARLINBERIS,카페,광진구,11215860,구의2동,1121510300,구의동,서울특별시 광진구 구의동 27-15,서울특별시 광진구 자양로 319,1,127.0938075,37.55397669,아차산,지하철역,9.0,600.1954210426962,428.7110150304974
파리바게뜨카페뚝섬유원지점,빵/도넛,광진구,11215840,자양3동,1121510500,자양동,서울특별시 광진구 자양동 855,서울특별시 광진구 능동로 18,,127.0678834,37.53268581,뚝섬유원지,지하철역,3.4,229.45531500012393,163.8966535715171
파리바게트화양리점,빵/도넛,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 111-204,서울특별시 광진구 능동로 181,2,127.0736674,37.54684606,어린이대공원역.화양천주교회,버스정류장,0.5,32.88351779985116,23.48822699989369
프라이빗플레이스,카페,광진구,11215780,능동,1121510200,능동,서울특별시 광진구 능동 282-10,서울특별시 광진구 능동로 280,1,127.0785303,37.55480775,군자,지하철역,5.8,387.03781154915976,276.4555796779713
피디피피,카페,광진구,11215870,구의3동,1121510300,구의동,서울특별시 광진구 구의동 587-54,서울특별시 광진구 구의강변로3가길 33,1,127.0913762,37.53692269,강변역A,버스정류장,4.5,304.1263090420296,217.23307788716403
핀커피,카페,광진구,11215850,구의1동,1121510300,구의동,서울특별시 광진구 구의동 243-18,서울특별시 광진구 아차산로 413-6,,127.0886734,37.5381411,구의역,버스정류장,0.8,52.047041233685704,37.17645802406122
하이오커피광진,카페,광진구,11215830,자양2동,1121510500,자양동,서울특별시 광진구 자양동 651-34,서울특별시 광진구 뚝섬로56길 14-1,1,127.0824535,37.53067631,정보 없음,없음,,,
하이젠버그,카페,광진구,11215860,구의2동,1121510300,구의동,서울특별시 광진구 구의동 671,서울특별시 광진구 광나루로39길 11,,127.088784,37.54550218,광진경찰서,버스정류장,9.0,599.8633916328022,428.47385116628726
하츠에프앤비,카페,광진구,11215730,군자동,1121510900,군자동,서울특별시 광진구 군자동 473-25,서울특별시 광진구 천호대로 534,2,127.0773109,37.55758363,군자,지하철역,4.0,266.68963577193813,190.49259697995583
헬로트랜서퍼,카페,광진구,11215750,중곡2동,1121510100,중곡동,서울특별시 광진구 중곡동 341-3,서울특별시 광진구 능동로38길 38,1,127.0817467,37.55694093,군자역.용마초등학교,버스정류장,1.5,101.32657658091951,72.37612612922823
홈워크,카페,광진구,11215710,화양동,1121510700,화양동,서울특별시 광진구 화양동 33-34,서울특별시 광진구 능동로13길 75,2,127.0688902,37.54488477,건대병원입구,버스정류장,7.9,528.7568221834066,377.68344441671906
휴온,카페,광진구,11215850,구의1동,1121510300,구의동,서울특별시 광진구 구의동 252-6,서울특별시 광진구 아차산로51길 27,2,127.0848605,37.53821598,구의,지하철역,3.4,229.77995883751373,164.12854202679554
과일에반하다프루타,카페,구로구,11530750,개봉2동,1153010700,개봉동,서울특별시 구로구 개봉동 331-34,서울특별시 구로구 개봉로15길 36-34,1,126.8537811,37.49115062,개봉역,버스정류장,8.1,540.9270598392831,386.3764713137736
금성다방,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 807-12,서울특별시 구로구 구로동로8길 1,,126.8857668,37.48608617,남구로,버스정류장,2.3,151.1544956254443,107.96749687531737
나이스카페인클럽,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 811,서울특별시 구로구 디지털로34길 55,1,126.8992809,37.48427843,구로디지털단지역,버스정류장,4.0,266.38934754450975,190.27810538893556
나이스카페인클럽구로디지털단지,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 170-10,서울특별시 구로구 디지털로33길 48,1,126.8945053,37.4872566,예성유토피아,지하철역,8.2,548.4938917340997,391.78135123864274
남자;커피를말하다.byKRoasters,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 1274,서울특별시 구로구 시흥대로161길 50,1,126.8967318,37.47978921,구로디지털단지역,버스정류장,12.1,813.613422138783,581.152444384845
넥스트도어카페,카페,구로구,11530770,오류1동,1153010800,오류동,서울특별시 구로구 오류동 60-8,서울특별시 구로구 경인로22길 52,1,126.8465339,37.49618706,오류동,지하철역,5.3,352.9305780910268,252.09327006501914
달꽃상점,빵/도넛,구로구,11530560,구로5동,1153010200,구로동,서울특별시 구로구 구로동 33-10,서울특별시 구로구 공원로6나길 5-2,1,126.8903542,37.50373223,삼각공원,버스정류장,6.3,422.6449329776653,301.8892378411895
더벤티,카페,구로구,11530750,개봉2동,1153010700,개봉동,서울특별시 구로구 개봉동 403-53,서울특별시 구로구 개봉로 63,1,126.8556916,37.49138723,개봉역,버스정류장,5.5,370.6899881962335,264.7785629973097
더벤티구로대륭포스트8차점,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 235-3,서울특별시 구로구 디지털로26길 43,1,126.894401,37.48107559,정보 없음,없음,,,
더벤티항동SK,카페,구로구,11530800,항동,1153011200,항동,서울특별시 구로구 항동 246-1,서울특별시 구로구 부광로 88,1,126.8168392,37.47723262,항동중흥S클래스,버스정류장,12.3,824.2561685108203,588.7544060791574
더치앤빈구로디지털단지역지점,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 170-10,서울특별시 구로구 디지털로33길 48,,126.8945053,37.4872566,예성유토피아,지하철역,8.2,548.4938917340997,391.78135123864274
도담테크,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 212-30,서울특별시 구로구 디지털로 273,7,126.8941029,37.48395855,예성유토피아,지하철역,9.7,651.2735731712514,465.19540940803677
도우앤제빵소,빵/도넛,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 793-3,서울특별시 구로구 도림로12길 6,1,126.8884001,37.48685455,남구로,지하철역,2.7,180.52976859463504,128.94983471045362
디저트39개봉,카페,구로구,11530740,개봉1동,1153010700,개봉동,서울특별시 구로구 개봉동 492,서울특별시 구로구 남부순환로 775,1,126.8476537,37.50163959,정보 없음,없음,,,
또;디저트,빵/도넛,구로구,11530740,개봉1동,1153010700,개봉동,서울특별시 구로구 개봉동 102-12,서울특별시 구로구 고척로25길 53-8,1,126.8458505,37.50410601,정보 없음,없음,,,
뚜레쥬르신도림역점,빵/도넛,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 337,서울특별시 구로구 경인로 661,1,126.8877669,37.50953227,신도림역,버스정류장,1.8,118.85501774366243,84.89644124547317
랑구푸드,빵/도넛,구로구,11530770,오류1동,1153010800,오류동,서울특별시 구로구 오류동 9-177,서울특별시 구로구 고척로 11,,126.8403265,37.49575536,오류동역,버스정류장,4.1,277.9869817535863,198.5621298239902
랑데자뷰NC,카페,구로구,11530560,구로5동,1153010200,구로동,서울특별시 구로구 구로동 573,서울특별시 구로구 구로중앙로 152,3,126.8827695,37.50115708,구로역.NC신구로점,버스정류장,0.9,61.9218680693906,44.22990576385043
로그,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 197-48,서울특별시 구로구 디지털로29길 38,,126.893322,37.48449845,예성유토피아,지하철역,10.5,703.4987351415817,502.49909652970126
로스팅데이,카페,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 435-10,서울특별시 구로구 경인로 619-3,1,126.8841178,37.50683474,신도림동.구로역,버스정류장,1.6,108.93065396053052,77.80760997180752
릴리케,빵/도넛,구로구,11530720,고척1동,1153010600,고척동,서울특별시 구로구 고척동 134-32,서울특별시 구로구 경서로 49,1,126.8586236,37.50164422,개봉역.영화아파트,버스정류장,11.4,761.805289102036,544.1466350728829
마이페이보릿띵스,카페,구로구,11530800,항동,1153011200,항동,서울특별시 구로구 항동 236,서울특별시 구로구 연동로 233,,126.8207063,37.48170755,항동하버라인2단지,버스정류장,2.1,141.4593155725809,101.04236826612922
메가엠지씨커피개봉,카페,구로구,11530760,개봉3동,1153010700,개봉동,서울특별시 구로구 개봉동 403-86,서울특별시 구로구 개봉로 25,1,126.8560149,37.48790974,대원주유소,버스정류장,1.2,78.34113822331095,55.95795587379354
메가엠지씨커피구로,카페,구로구,11530790,수궁동,1153010900,궁동,서울특별시 구로구 궁동 208-16,서울특별시 구로구 부일로15길 29,1,126.8330476,37.49414151,정보 없음,없음,,,
메가엠지씨커피구로깔깔,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 1125-9,서울특별시 구로구 시흥대로 557,1,126.9010464,37.48298247,구로디지털단지역,버스정류장,1.3,88.66414582421105,63.33153273157932
메가엠지씨커피구일역점,카페,구로구,11530520,구로1동,1153010200,구로동,서울특별시 구로구 구로동 650-4,서울특별시 구로구 구일로10길 27,,126.8725659,37.49613692,1호선구일역,버스정류장,1.7,110.86739315792737,79.19099511280527
메가엠지씨커피남구로역점,카페,구로구,11530595,가리봉동,1153010300,가리봉동,서울특별시 구로구 가리봉동 89-2,서울특별시 구로구 디지털로27길 131,1,126.8868768,37.48477177,남구로역,버스정류장,1.1,71.43665532768135,51.02618237691525
문팡,빵/도넛,구로구,11530740,개봉1동,1153010700,개봉동,서울특별시 구로구 개봉동 416-27,서울특별시 구로구 경인로31길 78,1,126.849092,37.50063231,정보 없음,없음,,,
미소커피숍,카페,구로구,11530770,오류1동,1153010800,오류동,서울특별시 구로구 오류동 6-344,서울특별시 구로구 고척로1길 5,2,126.8404519,37.49528701,오류동역,버스정류장,4.0,268.45746580661205,191.75533271900863
바나프레소구로지,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 222-31,서울특별시 구로구 디지털로26길 123,,126.8976996,37.48307873,예성유토피아,지하철역,7.1,476.926621656128,340.66187261152004
보리마을,빵/도넛,구로구,11530760,개봉3동,1153010700,개봉동,서울특별시 구로구 개봉동 348-7,서울특별시 구로구 개봉로11길 7-25,1,126.855768,37.48696338,개봉전화국,버스정류장,1.3,84.75215756806139,60.537255405758145
복호두,빵/도넛,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 826,서울특별시 구로구 디지털로26길 110,1,126.897701,37.48203356,구로디지털단지역,버스정류장,7.8,523.84411676675,374.1743691191071
브루클린커피,카페,구로구,11530730,고척2동,1153010600,고척동,서울특별시 구로구 고척동 333,서울특별시 구로구 고척로 238,1,126.8593614,37.50624023,정보 없음,없음,,,
빈스,카페,구로구,11530530,구로2동,1153010200,구로동,서울특별시 구로구 구로동 611-26,서울특별시 구로구 구로중앙로 207,,126.8769623,37.50460202,오퍼스1관리단,지하철역,0.3,18.76713297704758,13.405094983605416
빼로베이크샵,카페,구로구,11530760,개봉3동,1153010700,개봉동,서울특별시 구로구 개봉동 360-6,서울특별시 구로구 개봉로3길 43,1,126.8538135,37.48615007,개봉한진아파트.기점,버스정류장,3.1,205.10273547284848,146.5019539091775
빽다방고대구로,카페,구로구,11530530,구로2동,1153010200,구로동,서울특별시 구로구 구로동 730-60,서울특별시 구로구 구로동로 138,1,126.8843348,37.49083309,남구로,지하철역,12.3,821.5028386089308,586.787741863522
빽다방구로이앤씨6차점,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 197-28,서울특별시 구로구 디지털로31길 41,1,126.8927557,37.48516469,남구로역,버스정류장,9.9,661.5218079313088,472.515577093792
빽다방신도림큐브스테이트점,카페,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 436-7,서울특별시 구로구 경인로 611-7,1,126.8837566,37.50641992,신도림동.구로역,버스정류장,0.9,63.00969435185897,45.006924537042124
사사커피LAB,카페,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 426-30,서울특별시 구로구 경인로 620-1,,126.884865,37.50637596,신도림동.구로역,버스정류장,1.5,99.46992618605395,71.04994727575283
산길,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 736-16,서울특별시 구로구 구로동로 110-1,2,126.8848585,37.48849999,남구로,지하철역,7.1,478.5767286068622,341.84052043347305
삼구칠,카페,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 397-1,서울특별시 구로구 신도림로 25,1,126.8786996,37.50728881,오퍼스1관리단,지하철역,7.1,476.9977268261306,340.71266201866473
상영산업,카페,구로구,11530790,수궁동,1153011000,온수동,서울특별시 구로구 온수동 23-27,서울특별시 구로구 부일로 855,,126.8220041,37.49225129,온수역환승센터,버스정류장,1.5,98.86914286876218,70.62081633483014
수피르,카페,구로구,11530730,고척2동,1153010600,고척동,서울특별시 구로구 고척동 181-6,서울특별시 구로구 중앙로14길 15-1,1,126.861735,37.50701789,서울메트로 신정차량기지,지하철역,9.0,602.8559552620108,430.61139661572196
시아북카페아이파크몰,카페,구로구,11530720,고척1동,1153010600,고척동,서울특별시 구로구 고척동 351,서울특별시 구로구 경인로43길 49,2,126.8575315,37.49905702,개봉역.영화아파트,버스정류장,6.9,463.43838109855443,331.02741507039605
아뜰리에커피앤밀크티,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 139-206,서울특별시 구로구 구로동로28길 120,,126.8902803,37.49237047,대림역,버스정류장,7.1,477.44368074537846,341.0312005324132
아르테,카페,구로구,11530560,구로5동,1153010200,구로동,서울특별시 구로구 구로동 30-39,서울특별시 구로구 새말로16길 17,1,126.8907031,37.50486782,신도림역,버스정류장,4.6,309.51924907925195,221.0851779137514
앵커스볼링라운지,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 197-21,서울특별시 구로구 디지털로31길 12,,126.8950736,37.48516677,예성유토피아,지하철역,6.9,465.2050934823947,332.2893524874248
엉클도넛,빵/도넛,구로구,11530730,고척2동,1153010600,고척동,서울특별시 구로구 고척동 221-1,서울특별시 구로구 중앙로15길 90,1,126.8549374,37.50718093,정보 없음,없음,,,
에그마카슈,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 1127-33,서울특별시 구로구 디지털로32가길 1,1,126.8993843,37.48302612,구로디지털단지역,버스정류장,4.1,276.5704341389795,197.55031009927112
에쏠로지,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 97-5,서울특별시 구로구 가마산로 286,1,126.8920156,37.49665185,대림역4번출구,버스정류장,6.5,436.5401990380183,311.81442788429877
요거츄릅,카페,구로구,11530720,고척1동,1153010600,고척동,서울특별시 구로구 고척동 137-16,서울특별시 구로구 경서로 60,,126.8595272,37.50223095,개봉역.영화아파트,버스정류장,12.4,833.7861568337792,595.5615405955566
요거트가족,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 182-13,서울특별시 구로구 디지털로 306,1,126.8973339,37.4859256,예성유토피아,지하철역,2.5,166.5474836560879,118.96248832577707
요거프레소,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 152-1,서울특별시 구로구 도림로 99,1,126.8939117,37.49129258,대림역,버스정류장,0.5,30.51979985389283,21.79985703849488
요고당,카페,구로구,11530560,구로5동,1153010200,구로동,서울특별시 구로구 구로동 539-1,서울특별시 구로구 구로중앙로22길 80,1,126.8886531,37.49922561,삼각공원,버스정류장,9.0,601.5504188836629,429.6788706311878
우지커피개봉현대점,카페,구로구,11530750,개봉2동,1153010700,개봉동,서울특별시 구로구 개봉동 258-24,서울특별시 구로구 개봉로16길 37-4,1,126.85843,37.4903724,개봉역,버스정류장,7.4,498.6991072240463,356.21364801717596
원제이,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 170-10,서울특별시 구로구 디지털로33길 48,20,126.8945053,37.4872566,예성유토피아,지하철역,8.2,548.4938917340997,391.78135123864274
원트커피,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 197-12,서울특별시 구로구 디지털로31길 61,,126.8915448,37.48591142,남구로,지하철역,7.9,526.9292628650167,376.3780449035833
유니하니,빵/도넛,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 95-11,서울특별시 구로구 가마산로26길 19,,126.891384,37.49544392,대림역4번출구,버스정류장,5.5,371.49630404972226,265.3545028926588
읍천리382구로,카페,구로구,11530530,구로2동,1153010200,구로동,서울특별시 구로구 구로동 83-3,서울특별시 구로구 가마산로 246,1,126.8883319,37.49468423,대림역4번출구,버스정류장,10.6,710.414168044173,507.43869146012366
이드프랑과자점,빵/도넛,구로구,11530770,오류1동,1153010800,오류동,서울특별시 구로구 오류동 23-36,서울특별시 구로구 경인로19길 12,,126.8427793,37.49628123,오류동역,버스정류장,1.5,99.97763664324673,71.4125976023191
이디야고척,카페,구로구,11530730,고척2동,1153010600,고척동,서울특별시 구로구 고척동 195-13,서울특별시 구로구 고척로 228-6,1,126.8582426,37.50578839,정보 없음,없음,,,
이디야구일역점,카페,구로구,11530520,구로1동,1153010200,구로동,서울특별시 구로구 구로동 642-108,서울특별시 구로구 구일로 110,1,126.8720136,37.49507313,1호선구일역,버스정류장,0.5,32.806319363393676,23.433085259566912
이디야신도림메르디앙점,카페,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 387-3,서울특별시 구로구 신도림로 65,1,126.8820325,37.50956272,동아1차아파트105동,버스정류장,1.5,101.44671388142667,72.46193848673335
제이카페,카페,구로구,11530740,개봉1동,1153010700,개봉동,서울특별시 구로구 개봉동 171-2,서울특별시 구로구 개봉로24길 46,1,126.8576173,37.49555221,개봉역,버스정류장,1.4,97.0064282666781,69.29030590477008
카페c:rong크롱,카페,구로구,11530720,고척1동,1153010600,고척동,서울특별시 구로구 고척동 76-55,서울특별시 구로구 중앙로1길 18-19,1,126.8631529,37.49857713,개봉역.한마을아파트,버스정류장,4.9,327.7798824302914,234.12848745020818
카페동네항동점,카페,구로구,11530800,항동,1153011200,항동,서울특별시 구로구 항동 235-17,서울특별시 구로구 연동로11길 19,1,126.8210989,37.4830056,항동하버라인2단지,버스정류장,4.1,275.4423520528352,196.74453718059658
카페둔둔,카페,구로구,11530560,구로5동,1153010200,구로동,서울특별시 구로구 구로동 46-5,서울특별시 구로구 공원로 34,1,126.8916934,37.50044479,삼각공원,버스정류장,3.1,206.0404009818017,147.17171498700122
카페블리스,카페,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 324-4,서울특별시 구로구 경인로67길 149,1,126.8832362,37.51375358,도림천,지하철역,2.0,133.63404866117315,95.45289190083797
카페쇼콜라,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 742-80,서울특별시 구로구 구로동로8길 89-12,,126.8874008,37.48975484,남구로,지하철역,8.5,568.5137209468235,406.0812292477311
카페숲,카페,구로구,11530780,오류2동,1153010800,오류동,서울특별시 구로구 오류동 254-2,서울특별시 구로구 오리로13길 51,1,126.831206,37.48839948,정보 없음,없음,,,
카페아이엠티지,카페,구로구,11530595,가리봉동,1153010300,가리봉동,서울특별시 구로구 가리봉동 137-24,서울특별시 구로구 디지털로26길 38,,126.8953185,37.47985103,정보 없음,없음,,,
카페일리터,카페,구로구,11530740,개봉1동,1153010700,개봉동,서울특별시 구로구 개봉동 66-7,서울특별시 구로구 고척로 104,1,126.8457548,37.50111455,정보 없음,없음,,,
카페칼리스타,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 197-22,서울특별시 구로구 디지털로31길 20,1,126.8943382,37.48552651,예성유토피아,지하철역,8.1,541.5950433536515,386.8536023954654
카페홀린,카페,구로구,11530750,개봉2동,1153010700,개봉동,서울특별시 구로구 개봉동 403-138,서울특별시 구로구 개봉로 50,,126.856316,37.49012658,대원주유소,버스정류장,6.3,419.4920969728323,299.63721212345166
커피91스토리,카페,구로구,11530520,구로1동,1153010200,구로동,서울특별시 구로구 구로동 685-124,서울특별시 구로구 구일로8길 92,,126.8763176,37.49773569,구일역.제일제당,버스정류장,5.6,372.01885469335826,265.7277533523988
커피베이,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 1124-95,서울특별시 구로구 디지털로32나길 17-22,,126.899891,37.48463034,구로디지털단지역,버스정류장,2.9,193.3026294379567,138.07330674139766
커피베이구로동점,카페,구로구,11530530,구로2동,1153010200,구로동,서울특별시 구로구 구로동 500-17,서울특별시 구로구 구로중앙로31길 2,1,126.8834621,37.4994008,구로역.나인스애비뉴,버스정류장,1.3,87.94102482127134,62.815017729479536
컴포즈커피구로한영시티점,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 830,서울특별시 구로구 디지털로26길 90,1,126.8967865,37.48108671,구로디지털단지역,버스정류장,10.3,691.7895277618492,494.13537697274944
컴포즈커피구일역점,카페,구로구,11530520,구로1동,1153010200,구로동,서울특별시 구로구 구로동 650-4,서울특별시 구로구 구일로10길 27,,126.8731546,37.49571408,1호선구일역,버스정류장,1.8,117.89528619158621,84.21091870827587
클로디아,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 851,서울특별시 구로구 디지털로 242,14,126.8926827,37.4808578,가산디지털단지역입구,버스정류장,11.3,758.7999939970027,541.9999957121448
킹스커피,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 182-13,서울특별시 구로구 디지털로 306,,126.8973339,37.4859256,예성유토피아,지하철역,2.5,166.5474836560879,118.96248832577707
텐퍼센트스페셜티커피개봉현대점,카페,구로구,11530750,개봉2동,1153010700,개봉동,서울특별시 구로구 개봉동 480,서울특별시 구로구 개봉로20길 158,1,126.8607336,37.492042,개봉,지하철역,6.5,435.7395305185547,311.2425217989677
토프레소,카페,구로구,11530750,개봉2동,1153010700,개봉동,서울특별시 구로구 개봉동 403-54,서울특별시 구로구 개봉로 59,,126.8557149,37.49102685,개봉역,버스정류장,6.3,421.22639694641214,300.8759978188658
투썸플레이스구로구청,카페,구로구,11530530,구로2동,1153010200,구로동,서울특별시 구로구 구로동 83-4,서울특별시 구로구 가마산로 250,1,126.888671,37.49481069,대림역4번출구,버스정류장,10.0,670.3639125205206,478.8313660860861
트리플에이커피,카페,구로구,11530720,고척1동,1153010600,고척동,서울특별시 구로구 고척동 85-18,서울특별시 구로구 경인로43길 28,1,126.8617069,37.49771949,개봉역.한마을아파트,버스정류장,2.9,197.2083805034512,140.86312893103658
파리바게뜨,빵/도넛,구로구,11530520,구로1동,1153010200,구로동,서울특별시 구로구 구로동 685-70,서울특별시 구로구 구일로4길 46,,126.8778742,37.49326832,1호선구일역,버스정류장,11.5,771.3468641765315,550.9620458403797
파리바게뜨구로항동점,빵/도넛,구로구,11530800,항동,1153011200,항동,서울특별시 구로구 항동 242-7,서울특별시 구로구 항동로3길 4,,126.8244955,37.48099243,항동하버라인2단지,버스정류장,5.1,344.46030044094255,246.04307174353042
파리바게트 오류역남부점,빵/도넛,구로구,11530780,오류2동,1153010800,오류동,서울특별시 구로구 오류동 156,서울특별시 구로구 오류로8길 16,,126.8415353,37.49099067,오류동역.시장입구,버스정류장,7.1,478.7203261502924,341.94309010735174
파리바게트구로엘림점,빵/도넛,구로구,11530510,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동 400-3,서울특별시 구로구 신도림로 2,,126.8772773,37.50559345,오퍼스1관리단,지하철역,2.5,170.2681980069877,121.62014143356264
파리바게트구로역점,빵/도넛,구로구,11530560,구로5동,1153010200,구로동,서울특별시 구로구 구로동 569-25,서울특별시 구로구 새말로 18,1,126.8831527,37.50198638,구로역,버스정류장,0.7,47.93885979989068,34.24204271420763
팔공티,카페,구로구,11530790,수궁동,1153010900,궁동,서울특별시 구로구 궁동 279-11,서울특별시 구로구 오리로 1310,,126.829374,37.49842505,정보 없음,없음,,,
폴바셋구로G밸리몰점,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 188-25,서울특별시 구로구 디지털로 300,,126.8965438,37.48492479,예성유토피아,지하철역,4.7,315.5231061255216,225.37364723251545
프리그,카페,구로구,11530540,구로3동,1153010200,구로동,서울특별시 구로구 구로동 166-25,서울특별시 구로구 디지털로35길 41,1,126.8954207,37.4875998,예성유토피아,지하철역,7.0,469.27053639295383,335.1932402806813
피.알.오,카페,구로구,11530550,구로4동,1153010200,구로동,서울특별시 구로구 구로동 736-102,서울특별시 구로구 구로동로20길 10-22,1,126.885164,37.48834712,남구로,지하철역,6.5,436.62612622655337,311.87580444753814
